ts_utc,label,pcb,out,cfg,resolution_mm,inflate_mm,elapsed_route_s,elapsed_drc_s,drc_violations,drc_unconnected,failed_nets,elapsed_ms_router_reported,astar_heap_pop,astar_heap_push,astar_relax_success,astar_relax_attempts,astar_rej_bounds,astar_rej_base_blocked,astar_rej_forbidden,astar_rej_occ_other,astar_rej_ko_track,astar_rej_ko_via
2025-12-28T02:34:46.690806+00:00,rust,ok,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2_rust_pf3_legalize4.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/cfg/bga324_pf3_legalize.json,0.1000,,429.089,1.256,1136,0,0,,,427913,2693762822,3187811348,3187799182,11942076142,1043830338,5461239,0,21079710,13969123,124714930
2025-12-28T02:40:55.837496+00:00,rust,ok,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2_rust_pf3_legalize5.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/cfg/bga324_pf3_legalize.json,0.1000,,343.437,1.247,1034,0,0,,,342248,2236570806,2592125054,2592112088,9752706202,879136716,6098655,0,77694530,10480865,88511452
2025-12-28T02:49:44.280209+00:00,rust,ok,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2_rust_pf3_ripupall1.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/cfg/bga324_pf3_legalize_ripupall.json,0.1000,,431.096,1.225,982,0,0,,,429931,2839024870,3428022942,3427997094,12980763497,1054803947,9009084,0,83588659,12816395,114292682
2025-12-28T03:06:02.557377+00:00,rust,timeout,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2_rust_res0p05_quick1.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/cfg/bga324_res0p05_quick.json,0.0500,,850.000,,,,0,324,324,738063,4350622125,5115280053,5115279475,19654761727,1728547537,5927444,0,73435736,0,0
2025-12-28T03:15:35.230455+00:00,rust,ok,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2_rust_pf3_ripupall2.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/cfg/bga324_pf3_legalize_ripupall.json,0.1000,,431.517,1.287,1021,0,0,,,430333,2839210865,3459055377,3459031023,13119622365,1047159083,9217958,0,80671355,10659201,96950646
2025-12-28T03:31:12.143337+00:00,rust,ok,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2_rust_pf3_ripupall3.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/cfg/bga324_pf3_legalize_ripupall.json,0.1000,,346.795,1.652,897,0,0,,,345598,2028853554,2410153283,2410127678,8703092034,776322492,7724531,31670082,73907460,4772363,51041984
2025-12-28T03:46:00.041439+00:00,rust,ok,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2_rust_pf3_ripupall_legalize20_1.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/cfg/bga324_pf3_ripupall_legalize20.json,0.1000,,563.020,1.648,897,0,0,,,561837,2979518984,3474490254,3474406933,12514526626,1124787296,18522793,103411108,97305192,15413855,162912722
2025-12-28T04:08:11.149586+00:00,rust,timeout,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2_rust_ncr12_only1.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/cfg/bga324_ncr12_only.json,0.1000,,600.000,,,,0,324,324,592727,3839745499,4650878055,4650875306,16146912858,1514740813,5835909,0,182688020,0,0
2025-12-28T04:22:27.343882+00:00,rust,ok,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2_rust_ncr12_only2.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/cfg/bga324_ncr12_only.json,0.1000,,695.559,1.567,825,0,0,,,694300,4480690218,5426608571,5426605306,18798309098,1771576505,6634936,0,215492245,0,0
2025-12-28T04:24:58.483425+00:00,rust,ok,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2_rust_pf3_ripupall4.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/cfg/bga324_pf3_legalize_ripupall.json,0.1000,,52.288,0.761,1,201,201,,,51362,361267250,436579442,436568423,1789130065,127979538,2929988,0,3773640,612,14198211
2025-12-28T04:41:59.619378+00:00,rust,timeout,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2_rust_ncr12_legalize8_1.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/cfg/bga324_ncr12_legalize8.json,0.1000,,880.000,,,,0,324,324,696390,4480690218,5426608571,5426605306,18798309098,1771576505,6634936,0,215492245,0,0
2025-12-28T04:55:45.179463+00:00,rust,ok,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2_rust_ncr12_via200_1.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/cfg/bga324_ncr12_via200.json,0.1000,,769.752,1.266,826,0,0,,,768519,4839688902,6075952092,6075948847,19534452895,1805419025,6993158,0,239869180,0,0
2025-12-28T05:04:34.086619+00:00,rust,ok,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2_rust_ncr6_diag1.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/cfg/bga324_ncr6_diag.json,0.1000,,482.677,1.216,575,0,0,,,481568,2574647448,3062356070,3062354404,18742834229,998449049,5471212,0,92900626,0,0
2025-12-28T05:16:06.388804+00:00,rust,timeout,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2_rust_ncr6_diag_leg10_1.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/cfg/bga324_ncr6_diag_legalize10.json,0.1000,,640.000,,,,0,324,324,480649,2574647448,3062356070,3062354404,18742834229,998449049,5471212,0,92900626,0,0
2025-12-28T05:30:19.126561+00:00,rust,timeout,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2_rust_ncr12_diag1.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/cfg/bga324_ncr12_diag.json,0.1000,,820.000,,,,0,324,324,809960,4300340705,5122269931,5122266933,30946180472,1675348996,7900463,0,159884006,0,0
2025-12-28T05:39:00.555975+00:00,rust,ok,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2_rust_ncr6_diag_leg2_1.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/cfg/bga324_ncr6_diag_legalize2.json,0.1000,,492.191,1.216,916,0,0,,,491101,2605705641,3097811043,3097806244,18962326973,1010047691,6726842,1881472,93822694,2077544,5466899
2025-12-28T05:49:36.715675+00:00,rust,ok,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2_rust_ncr8_diag1.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/cfg/bga324_ncr8_diag.json,0.1000,,596.264,1.216,530,0,0,,,595178,3181446126,3785133643,3785131505,23026518179,1236668202,6327028,0,116559590,0,0
2025-12-28T05:59:38.885835+00:00,rust,ok,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/bga324/bga324_breakout2_rust_ncr8_diag2.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/cfg/bga324_ncr8_diag.json,0.1000,,181.102,0.765,46,150,150,,,180124,969880188,1100702953,1100679471,7355845069,364557108,11739575,0,20284714,394071,71906547
2025-12-28T06:03:02.992622+00:00,rust,ok,/home/user/repos/ee/pardal-pcb/bench/bga100/bga100_breakout2.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/bga100/bga100_breakout2_rust_regress1.kicad_pcb,/home/user/repos/ee/pardal-pcb/bench/cfg/bga_strict_0p1.json,0.1000,,44.160,0.716,0,0,0,,,43305,306891102,386241890,386241706,1570681745,103698810,501669,0,1725384,1072406,9806780
